OBJECTID;Facility;Address__Facility_;ZIP__Facility_;Town__Facility_;Canton__Facility_;Services__Facility_;Institution;Address__Institution_;Town__Institution_;Medic;Nursing_Staff;Medical_Staff_Other;Beds_Acute_Care;Beds_in_Psychiatric_Wards;Beds_in_Rehab;Beds_in_Birth_Centers;longitude;latitude;Beds_Aggregated;Beds_Total;Size_Category;Cost_per_Bed
1035;Samaritain Site administratif;Boulevard Paderewski 3;1800;Vevey;VD;;Hôpital Riviera-Chablais Vaud-Valais;Route du Vieux Séquoia 20;1847 Rennaz;303.87;811.47;148.47;289;;92;;2555143.957;1145697.003;381;0;Small;0
922;Laufen;Lochbruggstrasse 39;4242;Laufen;BL;Amb;Kantonsspital Baselland;Mühlemattstrasse 26;4410 Liestal;418.48;1042.04;457.26;426;;104;;2604979.732;1252730.441;;;;
923;Le Locle;Bellevue 42;2400;Le Locle;NE;Amb, Stat;Réseau hospitalier neuchâtelois RHNe;Maladière 45;2000 Neuchâtel;429.33;1041.97;321.97;317;;100;;2547111.938;1212010.72;;;;
924;Le Petit Prince;Route du Petit-Moncor 1d;1752;Villars-sur-Glâne;FR;Amb, Stat;Maison de Naissance le Petit Prince;Route du Petit­Moncor 1d;1752 Villars­sur­Glâne;0;8.37;0;;;;4;2575644.241;1183122.841;;;;
838;Institution de Lavigny;route du Vignoble 60;1175;Lavigny;VD;Amb, Stat;Institution de Lavigny;Route du Vignoble 60;1175 Lavigny;7.74;43.43;29.91;;;41;;2521158.003;1150633;41;41;Small;133250
1005;Pôle santé du Pays-d_x0019_ Enhaut;Route de l'Hôpital 17;1660;Château-d'Oex;VD;Amb, Stat;Pôle santé du Pays-d'Enhaut;Route de l'Hôpital 17;1660 Château­d'Oex;9.57;36.2;12.32;7;;6;;2577137.957;1147446;13;13;Small;42250
832;Hôpital de la Vallée de Joux;Rue de l_x0019_ Hôpital 3;1347;Le Sentier;VD;Amb, Stat;Pôle santé Vallée de Joux - Hôpital de la Vallée de Joux;Rue de l_x0019_ Hôpital 3;1347 Le Sentier;8.57;70.57;9.63;14;;;;2506729.023;1161854.363;14;14;Small;45500
928;Leukerbad Clinic;Willy-Spühlerstrasse 2;3954;Leukerbad;VS;Amb, Stat;Leukerbad Clinic RZL Rehabilitationszentrum Leukerbad Clinic AG;Willy­Spühlerstrasse 2;3954 Leukerbad;7.59;26.58;24.75;;;70;;2614478.999;1136253.003;;;;
929;Liestal;Mühlemattstrasse 26;4410;Liestal;BL;Amb, Stat;Kantonsspital Baselland;Mühlemattstrasse 26;4410 Liestal;418.48;1042.04;457.26;426;;104;;2621967.006;1259942.264;;;;
930;Limmatklinik AG;Hardturmstrasse 133;8005;Zürich;ZH;Amb, Stat;Limmatklinik AG;Hardturmstrasse 133;8005 Zürich;0;29.72;3.78;12;;;;2681129.591;1249677.377;;;;
931;Lindenhof Verwaltungsstandort;Muristrasse 12;3006;Bern;BE;;Lindenhofgruppe AG;Bremgartenstrasse 117;3012 Bern;80.75;945.88;159.5;333;;;;2601667.879;1199242.337;;;;
932;Lindenhofspital;Bremgartenstrasse 117;3012;Bern;BE;Amb, Stat;Lindenhofgruppe AG;Bremgartenstrasse 117;3012 Bern;80.75;945.88;159.5;333;;;;2599119.756;1200754.464;;;;
933;Luzerner Höhenklinik Montana;Route de l'Astoria 2;3963;Crans-Montana;VS;Amb, Stat;Luzerner Höhenklinik Montana AG;Route de l'Astoria 2;3963 Crans-Montana;9.23;38;17.72;0;;58;;2604544.824;1129488.506;;;;
934;Maison de Naissance Tilia Sàrl;Chemin des Valangines 9;2000;Neuchâtel;NE;Amb, Stat;Maison de Naissance Tilia Sàrl;Chemin des Valangines 9;2000 Neuchâtel;0;0;0;;;;2;2559973.412;1204672.004;;;;
935;Maison de naissance La Roseraie;Chemin du Châtelet 3;1205;Genève;GE;Stat;Maison de naissance La Roseraie;Chemin du Châtelet 3;1205 Genève;0;0;0;;;;2;2500330.498;1116138.881;;;;
936;Maison de naissance Les Cigognes;Route Principale 21;2824;Vicques;JU;Amb, Stat;Maison de naissance Les Cigognes;Route Principale 21;2824 Vicques;0;0.24;0;;;;1;2597951.106;1244203.959;;;;
937;Martigny - Admin.CHVR;Av. de la Fusion 27 Case postale;1920;Martigny;VS;;Hôpital du Valais - Centre hospitalier du Valais Romand CHVR;Avenue du Grand-Champsec 80;1950 Sion;555.77;1385.2;321.14;452;154;145;;2571300.001;1105381.818;;;;
938;Matthea Geburtshaus;Klybeckstrasse 64/70;4057;Basel;BS;Amb, Stat;Matthea Geburtshaus;Klybeckstrasse 64/70;4057 Basel;0;10.38;0;;;;6;2611491.013;1268358.179;;;;
939;Med. Zentrum Brugg;Fröhlichstrasse 7;5200;Brugg;AG;Amb;Kantonsspital Baden AG;Im Ergel;5404 Baden;459.39;927.92;408.43;370;;;;2657655.763;1259397.411;;;;
940;Memory Clinic;Schanzweg 7;5000;Aarau;AG;Amb;Psychiatrische Dienste Aargau AG;Königsfelderstrasse 1;5210 Windisch;155.69;488.69;241.57;;489;;;2645656.044;1249059.648;;;;
941;Memory Clinic Zentralschweiz;Surentalstrasse 10;6210;Sursee;LU;Amb;Luzerner Psychiatrie AG;Schafmattstrasse 1;4915 St. Urban;92.35;367.58;197.82;;313;;;2650924.938;1225448.474;;;;
942;Merian Iselin Klinik AG;Föhrenstrasse 2;4054;Basel;BS;Amb, Stat;Merian Iselin Klinik AG;Föhrenstrasse 2;4054 Basel;30.18;226.36;92.8;81;;;;2609858.837;1267219.014;;;;
943;Modellstation SOMOSA;Zum Park 20;8404;Winterthur;ZH;Amb, Stat;Modellstation SOMOSA;Zum Park 20;8404 Winterthur;1.45;9.99;28.09;;17;;;2699889.478;1262581.745;;;;
927;Les Rosiers;Rue des Rosiers 29;1450;Ste-Croix;VD;Amb, Stat;Réseau Santé Balcon du Jura.vd (RSBJ);Rue des Rosiers 29;1450 Ste­Croix;17.76;100.54;14.77;18;;;;2527977.998;1185772.004;18;18;Small;58500
945;Monthey Permanence médicale du Chablais;Route de Morgins;1870;Monthey;VS;Amb;Hôpital Riviera-Chablais Vaud-Valais;Route du Vieux Séquoia 20;1847 Rennaz;303.87;811.47;148.47;289;;92;;2561703.782;1122406.067;;;;
703;Chamoyron;Chemin de Chamoyron 29;1806;St-Légier-La Chiésaz;VD;Amb;Secteur Psychiatrique Est Fondation de Nant;Route de Nant;1804 Corsier­sur­Vevey;64.71;126.48;35.69;;83;;;2556819.999;1146603;83;4;Small;13000
705;Château-d'Oex;Rte des Chenolettes 4;1660;Château-d'Oex;VD;Amb;Secteur Psychiatrique Est Fondation de Nant;Route de Nant;1804 Corsier­sur­Vevey;64.71;126.48;35.69;;83;;;2575986;1146806.002;83;4;Small;13000
756;Espace Santé Rennaz;Route des Tilles 6A;1847;Rennaz;VD;Amb;Secteur Psychiatrique Est Fondation de Nant;Route de Nant;1804 Corsier­sur­Vevey;64.71;126.48;35.69;;83;;;2560100;1136410.002;83;4;Small;13000
949;Möhlin;Bachstrasse 10;4313;Möhlin;AG;Amb;Privatklinik SALINA Salina Medizin AG;Roberstenstrasse 31;4310 Rheinfelden;9.98;27.17;46.17;;;39;;2630368.195;1267753.862;;;;
950;NCVP Conches;Chemin de la Colombe 15;1231;Conches;GE;Amb, Stat;Nouvelle Clinique Vert-Pré;Chemin de la Colombe 15;1231 Conches;1;6.78;1;7;;;;2502632.961;1115900.751;;;;
951;Ospedale Malcantonese Fondazione Giuseppe Rossi;;6980;Castelrotto;TI;Amb, Stat;Ospedale Malcantonese Fondazione Giuseppe Rossi;;6980 Castelrotto;10.97;38.3;10.96;0;26;;;2708464.789;1094392.023;;;;
952;Ospedale Regionale Acquarossa;Corzoneso Piano;6716;Acquarossa;TI;Amb, Stat;EOC Ente ospedaliero cantonale;Viale Officina 3;6500 Bellinzona;913.99;2022.74;643.79;858;;120;;2715308.984;1145696.989;;;;
953;Ospedale Regionale Beata Vergine;via Alfonso Turconi 23;6850;Mendrisio;TI;Amb, Stat;EOC Ente ospedaliero cantonale;Viale Officina 3;6500 Bellinzona;913.99;2022.74;643.79;858;;120;;2719868.859;1080694.814;;;;
954;Ospedale Regionale Faido;Via Ospedale 32;6760;Faido;TI;Amb, Stat;EOC Ente ospedaliero cantonale;Viale Officina 3;6500 Bellinzona;913.99;2022.74;643.79;858;;120;;2704957.298;1148337.64;;;;
955;Ospedale Regionale La Carità;Via dell'Ospedale 1;6600;Locarno;TI;Amb, Stat;EOC Ente ospedaliero cantonale;Viale Officina 3;6500 Bellinzona;913.99;2022.74;643.79;858;;120;;2704467.072;1113950.138;;;;
956;Ospedale Regionale San Giovanni;Via Ospedale 12;6500;Bellinzona;TI;Amb, Stat;EOC Ente ospedaliero cantonale;Viale Officina 3;6500 Bellinzona;913.99;2022.74;643.79;858;;120;;2722594.983;1115948.574;;;;
957;Ospedale Regionale di Lugano;Via Tesserete 46;6900;Lugano;TI;Amb, Stat;EOC Ente ospedaliero cantonale;Viale Officina 3;6500 Bellinzona;913.99;2022.74;643.79;858;;120;;2717264.492;1097408.284;;;;
958;Ospidal d'Engiadina Bassa;Via da l'Ospidal 280;7550;Scuol;GR;Amb, Stat;Center da Sanda Engiadina Bassa Ospidal d'Engiadina Bassa;Via da l'Ospidal 280;7550 Scuol;25.23;38.53;31.06;22;;12;;2818680.93;1187203.093;;;;
959;Ostschweizer Kinderspital;Claudiusstrasse 6;9006;St. Gallen;SG;Amb, Stat;Stiftung Ostschweizer Kinderspital;Claudiusstrasse 6;9006 St. Gallen;112.61;272.65;68.57;76;8;;;2747515.172;1255064.845;;;;
960;PALLIATIVKLINIK IM PARK;Stollenrain 12;4144;Arlesheim;BL;Amb, Stat;PALLIATIVKLINIK IM PARK;Stollenrain 12;4144 Arlesheim;2.93;10.45;0;8;;;;2613172.9;1260139.224;;;;
961;PDGR Engadin / Südtäler;;7500;St. Moritz;GR;Amb;Psychiatrische Dienste Graubünden;Loestrasse 220;7000 Chur;64.48;275.43;91.44;;244;;;2784035.787;1150761.35;;;;
962;PDGR Jugendstation;Waisenhausstrasse 1;7000;Chur;GR;Amb, Stat;Psychiatrische Dienste Graubünden;Loestrasse 220;7000 Chur;64.48;275.43;91.44;;244;;;2760157.297;1193875.282;;;;
963;PDGR Klinik Beverin;;7408;Cazis;GR;Amb, Stat;Psychiatrische Dienste Graubünden;Loestrasse 220;7000 Chur;64.48;275.43;91.44;;244;;;2752073.808;1177400.182;;;;
964;PDGR Klinik Waldhaus;Loestrasse 220;7000;Chur;GR;Amb, Stat;Psychiatrische Dienste Graubünden;Loestrasse 220;7000 Chur;64.48;275.43;91.44;;244;;;2760237.454;1193050.497;;;;
965;PDGR Prättigau / Davos;;7270;Davos Platz;GR;Amb;Psychiatrische Dienste Graubünden;Loestrasse 220;7000 Chur;64.48;275.43;91.44;;244;;;2781406.375;1184541.263;;;;
966;PDGR Surselva;;7130;Ilanz;GR;Amb;Psychiatrische Dienste Graubünden;Loestrasse 220;7000 Chur;64.48;275.43;91.44;;244;;;2734959.132;1182181.173;;;;
967;PDGR Tagesklinik Glarus;;8750;Glarus;GL;Amb;Psychiatrische Dienste Graubünden;Loestrasse 220;7000 Chur;64.48;275.43;91.44;;244;;;2723611.592;1211801.872;;;;
968;PUK Rheinau;Alleestrasse 57;8462;Rheinau;ZH;Amb, Stat;Psychiatrische Universitäts-Klinik Zürich;Lenggstrasse 31;8032 Zürich;247.33;809.71;311.97;;545;;;2687584.05;1276680.536;;;;
969;PUK Zürich Lenggstrasse;Lenggstrasse 31;8032;Zürich;ZH;Amb, Stat;Psychiatrische Universitäts-Klinik Zürich;Lenggstrasse 31;8032 Zürich;247.33;809.71;311.97;;545;;;2685517.333;1245265.323;;;;
970;Pallas Kliniken AG;Louis-Giroud-Strasse 20;4600;Olten;SO;Amb, Stat;Pallas Kliniken AG;Louis-Giroud­Strasse 20;4600 Olten;4.28;19.53;7.2;5;;;;2635582.84;1244090.466;;;;
971;Palliativzentrum Hildegard;St. Alban-Ring 151;4052;Basel;BS;Stat;Palliativzentrum Hildegard;St. Alban­Ring 151;4052 Basel;5.97;33.92;2.94;20;;;;2612948.1;1266642.587;;;;
793;Grand-Chêne;Grand Chêne 1;1860;Aigle;VD;Amb;Secteur Psychiatrique Est Fondation de Nant;Route de Nant;1804 Corsier­sur­Vevey;64.71;126.48;35.69;;83;;;2563462.097;1129042.559;83;4;Small;13000
799;HRC;Route du Vieux-Séquoia 20;1847;Rennaz;VD;Amb;Secteur Psychiatrique Est Fondation de Nant;Route de Nant;1804 Corsier­sur­Vevey;64.71;126.48;35.69;;83;;;2560179.999;1136600.002;83;4;Small;13000
974;Permanence the Circle;Circle 59;8058;Zürich Flughafen;ZH;Amb;Universitäts-Kinderspital Zürich - Das Spital der Eleonorenstiftung;Steinwiesstrasse 75;8032 Zürich;351.87;726.3;343.15;133;13;39;;2685007.95;1256069.451;;;;
975;Pourtalès;Maladière 45;2000;Neuchâtel;NE;Amb, Stat;Réseau hospitalier neuchâtelois RHNe;Maladière 45;2000 Neuchâtel;429.33;1041.97;321.97;317;;100;;2562292.317;1205153.087;;;;
976;Praxis IAVO Möhlin;Bahnhofstrasse 1;4313;Möhlin;AG;Amb;Gesundheitszentrum Fricktal;Riburgerstrasse 12;4310 Rheinfelden;122.87;283.39;106.91;129;;;;2630022.557;1268047.024;;;;
977;Praxis IAVO Rheinfelden;Bahnhofstrasse 26;4310;Rheinfelden;AG;Amb;Gesundheitszentrum Fricktal;Riburgerstrasse 12;4310 Rheinfelden;122.87;283.39;106.91;129;;;;2626579.408;1266919.325;;;;
978;Praxis IAVO Stein;Schulstrasse 2b;4332;Stein;AG;Amb;Gesundheitszentrum Fricktal;Riburgerstrasse 12;4310 Rheinfelden;122.87;283.39;106.91;129;;;;2638552.216;1265930.767;;;;
979;Praxis am Bahnhof;Bahnhofstrasse 30;4310;Rheinfelden;AG;Amb;Gesundheitszentrum Fricktal;Riburgerstrasse 12;4310 Rheinfelden;122.87;283.39;106.91;129;;;;2626591.812;1266847.851;;;;
980;Praxis für Ihre psychische Gesundheit;Mühletalstrasse 29;4800;Zofingen;AG;Amb;Psychiatrische Dienste Aargau AG;Königsfelderstrasse 1;5210 Windisch;155.69;488.69;241.57;;489;;;2638544.306;1238557.926;;;;
981;Praxis im Zentrum;Landstrasse 38;5073;Gipf-Oberfrick;AG;Amb;Gesundheitszentrum Fricktal;Riburgerstrasse 12;4310 Rheinfelden;122.87;283.39;106.91;129;;;;2642548.599;1261006.902;;;;
982;Praxisklinik Rennbahn;Kriegackerstrasse 100;4132;Muttenz;BL;Amb, Stat;Praxisklinik Rennbahn AG;Kriegackerstrasse 100;4132 Muttenz;23.78;26.79;54.15;16;;;;2614703.389;1265001.208;;;;
983;Privat Klinik Wyss;Fellenbergstrasse 32;3053;Münchenbuchsee;BE;Amb, Stat;Privatklinik Wyss AG;Fellenbergstrasse 32;3053 Münchenbuchsee;26.96;78.96;30.29;;106;;;2600920.881;1207436.564;;;;
984;Privatklinik Aadorf;Fohrenbergstrasse 23;8355;Aadorf;TG;Amb, Stat;Klinik Aadorf AG Klinische Psychotherapie;Fohrenbergstrasse 23;8355 Aadorf;3.69;20.93;24.57;;54;;;2710873.745;1260932.083;;;;
985;Privatklinik Belair;Rietstrasse 30;8200;Schaffhausen;SH;Amb, Stat;SMN - Privatklinik Belair;Rietstrasse 30;8200 Schaffhausen;0.41;33.43;12.31;22;;;;2688972.648;1284070.892;;;;
986;Privatklinik Bethanien;Toblerstrasse 51;8044;Zürich;ZH;Amb, Stat;GSMN Schweiz AG - Privatklinik Bethanien;Toblerstrasse 51;8044 Zürich;0.04;102.6;33.22;91;;;;2684496.952;1248400.54;;;;
987;Privatklinik Hohenegg AG;Hohenegg 1;8706;Meilen;ZH;Amb, Stat;Privatklinik Hohenegg AG;Hohenegg 1;8706 Meilen;15.19;52.99;19.15;;95;;;2692470.362;1236570.789;;;;
988;Privatklinik Lindberg;Schickstrasse 11;8400;Winterthur;ZH;Amb, Stat;GSMN Schweiz AG - Privatklinik Lindberg;Schickstrasse 11;8400 Winterthur;0;58.41;15.13;52;;;;2697315.871;1262950.623;;;;
989;Privatklinik Meiringen;Reichenbach 9a;3860;Meiringen;BE;Amb, Stat;Privatklinik Reichenbach bei Meiringen AG;Willigen;3860 Meiringen;36.86;143.78;42.24;;187;;;2657237.842;1174553.443;;;;
990;Privatklinik Obach;Leopoldstrasse 5;4500;Solothurn;SO;Amb, Stat;SMN - Privatklinik Obach;Leopoldstrasse 5;4500 Solothurn;0;39.44;9.68;47;;;;2607004.878;1228231.208;;;;
991;Privatklinik Oberwaid;Rorschacher Strasse 311;9016;St. Gallen;SG;Amb, Stat;Oberwaid AG;Rorschacher Strasse 311;9016 St. Gallen;15.17;23.82;25.99;;54;37;;2749397.86;1257503.618;;;;
992;Privatklinik Siloah;Worbstrasse 316;3073;Gümligen;BE;Amb, Stat;SMN - Privatklinik Siloah;Worbstrasse 316;3073 Gümligen;0.19;41.32;11.24;24;;;;2606032.837;1197872.626;;;;
993;Privatklinik Villa im Park;Bernstrasse 84;4852;Rothrist;AG;Amb, Stat;SMN - Klinik Villa im Park;Bernstrasse 84;4852 Rothrist;0.5;41.9;4.37;45;;;;2634463.204;1239493.361;;;;
834;Hôpital psychiatrique Nant;Route de Nant;1804;Corsier-sur-Vevey;VD;Amb, Stat;Secteur Psychiatrique Est Fondation de Nant;Route de Nant;1804 Corsier­sur­Vevey;64.71;126.48;35.69;;83;;;2555005.367;1147684.165;83;41;Small;133250
995;Psychiatr. Klinik Münsterlingen;Seeblickstrasse 3;8596;Münsterlingen;TG;Amb, Stat;Spital Thurgau AG Psychiatrische Klinik Münsterlingen;Seeblickstrasse 3;8596 Münsterlingen;99.36;295.81;115.48;;306;;;2734909.392;1277341.057;;;;
921;La Tour-de-Peilz;Avenue de Sully 2;1814;La Tour-de-Peilz;VD;Amb, Stat;Secteur Psychiatrique Est Fondation de Nant;Route de Nant;1804 Corsier­sur­Vevey;64.71;126.48;35.69;;83;;;2555510.001;1144572.004;83;4;Small;13000
925;Les Communaux;Rue des Communaux 7;1800;Vevey;VD;Amb;Secteur Psychiatrique Est Fondation de Nant;Route de Nant;1804 Corsier­sur­Vevey;64.71;126.48;35.69;;83;;;2554639.004;1145675.005;83;4;Small;13000
998;Psychiatriezentrum Breitenau;Nordstrasse 111;8200;Schaffhausen;SH;Amb, Stat;Spitäler Schaffhausen;Geissbergstrasse 81;8208 Schaffhausen;160.49;481.39;208.68;167;62;32;;2689076.242;1284548.65;;;;
999;Psychiatriezentrum Münsingen;Hunzigenallee 1;3110;Münsingen;BE;Amb, Stat;PZM Psychiatriezentrum Münsingen AG;Hunzigenallee 1;3110 Münsingen;66.04;259.39;93.11;;333;;;2608730.17;1192159.247;;;;
1000;Psychiatriezentrum Uster;Asylstrasse 30;8610;Uster;ZH;Amb;Clienia Schlössli AG;Schlösslistrasse 8;8618 Oetwil am See;72.95;238.74;67.61;;250;;;2697402.976;1245399.962;;;;
1001;Psychiatriezentrum Wetzikon;Bahnhofstrasse 196;8620;Wetzikon;ZH;Amb;Clienia Schlössli AG;Schlösslistrasse 8;8618 Oetwil am See;72.95;238.74;67.61;;250;;;2703069.373;1242732.636;;;;
1002;Psychiatrische Dienste;Weissensteinstrasse 102;4503;Solothurn;SO;Amb, Stat;Solothurner Spitäler AG;Schöngrünstrasse 36a;4500 Solothurn;620.24;1438.16;466.03;460;140;;;2606034.869;1229617.06;;;;
1003;Psychiatrische Dienste Aargau AG;Königsfelderstrasse 1;5210;Windisch;AG;Amb, Stat;Psychiatrische Dienste Aargau AG;Königsfelderstrasse 1;5210 Windisch;155.69;488.69;241.57;;489;;;2658584.36;1259332.163;;;;
1004;Psychiatrisches Zentrum AR;Krombach 3;9100;Herisau;AR;Amb, Stat;Spitalverbund Appenzell Ausserrhoden;Krombach 3;9100 Herisau;88.07;235.63;85.22;67;76;;;2737849.474;1249953.79;;;;
926;Les Moulins;Rue des Moulins 11;1800;Vevey;VD;Amb;Secteur Psychiatrique Est Fondation de Nant;Route de Nant;1804 Corsier­sur­Vevey;64.71;126.48;35.69;;83;;;2554224;1146190.003;83;4;Small;13000
1006;REHA-Abteilung;Seestrasse 101;8267;Berlingen;TG;Stat;Tertianum AG Klinik Tertianum Neutal;Seestrasse 101;8267 Berlingen;2.88;28.82;1.54;;;36;;2718730.756;1281689.41;;;;
1007;REHAB Basel;Im Burgfelderhof 40;4055;Basel;BS;Amb, Stat;REHAB Basel;Im Burgfelderhof 40;4055 Basel;29.87;188.5;118.6;;;105;;2609060.484;1269110.537;;;;
1008;RFSM Bulle;Rue de la Condémine 60;1630;Bulle;FR;Amb;Réseau fribourgeois de santé mentale - RFSM Centre de soins hospitaliers;L'Hôpital 140;1633 Marsens;98.54;238.34;47.85;;194;;;2571048.08;1163503.206;;;;
1009;RFSM Fribourg;Chemin du Cardinal-Journet 3;1752;Villars-sur-Glâne;FR;Amb, Stat;Réseau fribourgeois de santé mentale - RFSM Centre de soins hospitaliers;L'Hôpital 140;1633 Marsens;98.54;238.34;47.85;;194;;;2577223.854;1183574.72;;;;
1010;RFSM Fribourg - Centre cantonal d'addictologie;Rue de Morat 8;1700;Fribourg;FR;Amb;Réseau fribourgeois de santé mentale - RFSM Centre de soins hospitaliers;L'Hôpital 140;1633 Marsens;98.54;238.34;47.85;;194;;;2578769.254;1184119.745;;;;
1011;RFSM Fribourg - Centre de pédopsychiatrie;Chemin des Mazots 2;1700;Fribourg;FR;Amb;Réseau fribourgeois de santé mentale - RFSM Centre de soins hospitaliers;L'Hôpital 140;1633 Marsens;98.54;238.34;47.85;;194;;;2577708.696;1182829.739;;;;
1012;RFSM Marsens;L'Hôpital 140;1633;Marsens;FR;Amb, Stat;Réseau fribourgeois de santé mentale - RFSM Centre de soins hospitaliers;L'Hôpital 140;1633 Marsens;98.54;238.34;47.85;;194;;;2571433.903;1167265.961;;;;
1013;RTH Hirslanden Männedorf;Bergstrasse 4;8708;Männedorf;ZH;Amb;Klinik Hirslanden AG;Witellikerstrasse 40;8008 Zürich;131.32;793.79;203.79;331;;;;2695108.152;1234148.505;;;;
1014;Radio-Onkologie am Zuger Kantonsspital;Landhausstrasse 11;6340;Baar;ZG;Amb;LUKS Spitalbetriebe AG;Spitalstrasse;6004 Luzern;1111.49;2535.92;762.34;671;;61;;2681782.408;1227562.885;;;;
1015;Rebstein;Alte Landstrasse 106;9445;Rebstein;SG;;Spitalregion Rheintal Werdenberg Sarganserland;Alte Landstrasse 106;9445 Rebstein;187.53;402.96;92.29;195;;;;2761599.445;1251791.871;;;;
1016;Regionalspital Surselva;Spitalstrasse 6;7130;Ilanz;GR;Amb, Stat;Regionalspital Surselva AG;Spitalstrasse 6;7130 Ilanz;30.09;77.93;38.66;47;;;;2734889.593;1182145.454;;;;
1017;Reha Seewis;Schlossstrasse 1;7212;Seewis Dorf;GR;Amb, Stat;Rehabilitationszentrum Seewis Klinik für Herz- & Kreislauferkrankungen;Schlossstrasse 1;7212 Seewis Dorf;4.94;26.71;15.49;;31;53;;2767218.401;1206590.852;;;;
1018;Reha-Zentrum Valens;Taminaplatz 1;7317;Valens;SG;Amb, Stat;Kliniken Valens;Taminaplatz 1;7317 Valens;46.6;202.5;136.72;;;246;;2755564.356;1204096.431;;;;
1019;Reha-Zentrum Walenstadtberg;Chnoblisbüel 1;8881;Walenstadtberg;SG;Amb, Stat;Kliniken Valens;Taminaplatz 1;7317 Valens;46.6;202.5;136.72;;;246;;2740019.187;1222681.3;;;;
1020;Rehabilitationszentrum Affoltern;Mühlebergstrasse 104;8910;Affoltern am Albis;ZH;Amb, Stat;Universitäts-Kinderspital Zürich - Das Spital der Eleonorenstiftung;Steinwiesstrasse 75;8032 Zürich;351.87;726.3;343.15;133;13;39;;2677774.363;1236765.982;;;;
1021;Rehaklinik Dussnang AG;Kurhausstrasse 34;8374;Dussnang;TG;Amb, Stat;Rehaklinik Dussnang AG;Kurhausstrasse 34;8374 Dussnang;9.13;84.1;32.39;;;171;;2715017.999;1254462.001;;;;
1022;Rehaklinik Tschugg;Bethesda 6;3233;Tschugg;BE;Amb, Stat;Rehaklinik Tschugg AG;Bethesda 6;3233 Tschugg;18.44;96.49;52.2;11;;76;;2572146.907;1208339.112;;;;
1023;Rehaklinik Zihlschlacht AG;Hauptstrasse 2-4;8588;Zihlschlacht;TG;Amb, Stat;Rehaklinik Zihlschlacht AG Neurologisches Rehabilitationszentrum;Hauptstrasse 2­4;8588 Zihlschlacht;25.47;173.15;117.29;15;;164;;2736897.522;1264399.288;;;;
944;Molage;Rue du Molage 8;1860;Aigle;VD;Amb;Secteur Psychiatrique Est Fondation de Nant;Route de Nant;1804 Corsier­sur­Vevey;64.71;126.48;35.69;;83;;;2563752.004;1129846.004;83;4;Small;13000
1025;Rheinburg-Klinik;Dorf;9428;Walzenhausen;AR;Amb, Stat;Stiftung Kliniken Valens - Rheinburg-Klinik;Dorf;9428 Walzenhausen;11.47;52.95;32.54;;;64;;2763374.905;1257807.211;;;;
1026;Rheinfelden;Salinenstrasse 98;4310;Rheinfelden;AG;Amb, Stat;Reha Rheinfelden;Salinenstrasse 98;4310 Rheinfelden;24.28;178.96;153.79;;;198;;2627785.965;1267620.841;;;;
1027;Romerhuus;Claudiusstrasse 6;9006;St. Gallen;SG;Stat;Stiftung Ostschweizer Kinderspital;Claudiusstrasse 6;9006 St. Gallen;112.61;272.65;68.57;76;8;;;2747515.172;1255064.845;;;;
1028;Rosenklinik AG;Güterstrasse 21/23;8640;Rapperswil;SG;Amb, Stat;Rosenklinik AG;Güterstrasse 21/23;8640 Rapperswil;1.64;19.91;8.34;15;;;;2704764.715;1231516.77;;;;
1029;Résidence La Promenade;Rue de l'Hôpital 58;2800;Delémont;JU;;Hôpital du Jura;Chemin de l'Hôpital 9a;2900 Porrentruy;161.6;640.36;184.63;165;12;82;;2592624.019;1246057.056;;;;
1030;SAE Ambulatorium Liestal;Wiedenhubstrasse 55;4410;Liestal;BL;Amb;Psychiatrie Baselland;Bienentalstrasse 7;4410 Liestal;91.78;245.48;132.61;;246;;;2621537.906;1259844.712;;;;
1031;SAE Ambulatorium Reinach;Baselstrasse 1;4153;Reinach BL;BL;Amb;Psychiatrie Baselland;Bienentalstrasse 7;4410 Liestal;91.78;245.48;132.61;;246;;;2611587.603;1260325.784;;;;
1032;SAE Zentrum für psychische Gesundheit;Hauptstrasse 34;4102;Binningen;BL;Amb;Psychiatrie Baselland;Bienentalstrasse 7;4410 Liestal;91.78;245.48;132.61;;246;;;2610183.691;1265690.726;;;;
1033;Salem-Spital;Schänzlistrasse 39;3013;Bern;BE;Amb, Stat;Hirslanden Bern AG;Schänzlihalde 11;3013 Bern;63.54;534.37;166.3;218;;;;2601155.776;1200109.264;;;;
1034;Salina Rehaklinik;Roberstenstrasse 31;4310;Rheinfelden;AG;Amb, Stat;Privatklinik SALINA Salina Medizin AG;Roberstenstrasse 31;4310 Rheinfelden;9.98;27.17;46.17;;;39;;2627139.792;1267620.348;;;;
946;Montreux;Avenue des Alpes 66;1820;Montreux;VD;Amb;Secteur Psychiatrique Est Fondation de Nant;Route de Nant;1804 Corsier­sur­Vevey;64.71;126.48;35.69;;83;;;2559433.316;1142718.606;83;4;Small;13000
1036;Sanatorium Kilchberg AG;Alte Landstrasse 70;8802;Kilchberg ZH;ZH;Amb, Stat;Sanatorium Kilchberg;Alte Landstrasse 70;8802 Kilchberg ZH;54.76;150.05;60.79;;184;;;2683480.735;1242430.476;;;;
